annotation.GeneID,counts.co01.bam,counts.co02.bam,counts.co03.bam,counts.co04.bam,counts.mono01.bam,counts.mono02.bam,counts.mono03.bam,counts.mono04.bam
NWMN_RS00005,17773,12805,20486,15396,2786,3902,1385,3997
NWMN_RS00010,14374,11018,16288,12868,3999,4292,1665,5973
NWMN_RS00015,5388,4100,5943,5323,3477,2573,2066,2259
NWMN_RS00020,18039,14145,21416,18623,7555,5594,4682,6117
NWMN_RS00025,32859,24506,35274,25967,6742,5864,4789,6980
NWMN_RS00030,38187,28749,42182,28313,5304,4985,3214,9731
NWMN_RS00035,2756,2684,5715,5900,420,937,235,1176
NWMN_RS00040,7557,9346,5287,6477,3800,5302,914,1752
NWMN_RS00045,6488,4577,19738,19494,8708,5914,3443,3557
NWMN_RS00050,509,370,734,656,135,363,53,283
NWMN_RS00055,510,373,531,462,141,292,44,201
NWMN_RS00060,1139,763,1098,1118,294,357,108,390
NWMN_RS00065,8138,7573,9872,9536,2764,3546,1169,3376
NWMN_RS00070,36880,27985,34540,27594,10903,12254,3560,7958
NWMN_RS00075,11363,8801,9903,7677,2876,3342,870,2094
NWMN_RS00080,17712,14583,14892,10925,3947,5477,1049,3596
NWMN_RS00085,1273,1091,937,526,116,240,49,359
NWMN_RS00090,31,20,34,36,2,1,12,2
NWMN_RS00095,91,114,197,148,16,25,6,104
NWMN_RS00100,14241,10555,12742,11152,5518,6675,2604,7031
NWMN_RS00105,31467,22202,25861,19210,11914,14640,5454,11573
NWMN_RS00110,25108,16994,17939,12438,8375,10141,3293,7259
NWMN_RS00115,12275,7966,8867,5926,3936,4884,1398,3258
NWMN_RS00120,1639,1339,2114,1900,501,471,237,974
NWMN_RS00125,888,635,897,593,131,147,44,161
NWMN_RS00130,927,897,1319,1300,173,233,78,221
NWMN_RS00135,114,165,234,153,82,111,26,229
NWMN_RS00140,29,41,56,35,28,28,6,86
NWMN_RS00145,3598,4862,5810,5714,905,1426,374,4000
NWMN_RS00150,1176,687,1004,896,536,903,231,995
NWMN_RS00155,99,80,57,44,39,135,20,62
NWMN_RS00160,1197,853,794,564,701,1616,305,1131
NWMN_RS00165,203,184,131,147,138,390,70,254
NWMN_RS00170,732,367,229,132,295,1064,165,687
NWMN_RS00175,1918,1013,768,449,1531,2877,836,1929
NWMN_RS00180,3797,2985,3607,2275,15793,14473,8149,12735
NWMN_RS15910,44,42,72,44,13,23,11,48
NWMN_RS00190,1665,1398,3059,2212,1656,1437,1124,1675
NWMN_RS00195,54,91,83,73,50,30,15,46
NWMN_RS00200,368,441,576,563,270,180,107,188
NWMN_RS00205,764,650,957,885,506,481,240,534
NWMN_RS00210,122,88,158,121,82,80,40,125
NWMN_RS00215,1959,1454,1062,843,738,732,193,627
NWMN_RS00220,106,110,110,145,84,326,27,350
NWMN_RS00225,380,378,371,436,110,121,39,134
NWMN_RS00230,602,611,693,509,81,201,63,188
NWMN_RS00235,4959,4509,4838,4241,885,792,375,614
NWMN_RS00240,1002,808,905,699,151,162,47,147
NWMN_RS00245,118,98,198,327,2,31,9,25
NWMN_RS00250,189,171,281,219,47,36,6,21
NWMN_RS00255,209,148,315,213,47,31,25,85
NWMN_RS00260,239,161,283,211,44,51,32,62
NWMN_RS00265,463,380,601,363,134,215,116,188
NWMN_RS00270,6315,5306,6891,6098,4070,4217,2097,3693
NWMN_RS00275,1840,1409,3455,2584,10694,4578,5574,3827
NWMN_RS00280,2492,2097,5180,3741,8560,4264,4911,3848
NWMN_RS00285,1766,1934,3109,4094,4159,3164,1370,2858
NWMN_RS00290,18925,7555,31925,15191,3776,3681,7861,5561
NWMN_RS00295,31,45,38,33,2,27,7,32
NWMN_RS00300,56,36,63,103,11,10,12,27
NWMN_RS00305,1051,1005,1435,1011,6953,3605,3329,3083
NWMN_RS00310,3295,2921,3905,2822,5083,3252,2442,3575
NWMN_RS00315,37853,40524,25877,7908,365,182,40,102
NWMN_RS00320,2992,3317,2889,1977,537,579,208,515
NWMN_RS00325,1863,1409,1841,709,1651,3862,1748,6744
NWMN_RS00330,157,127,139,94,58,85,29,83
NWMN_RS00335,43,52,51,28,22,55,18,63
NWMN_RS00340,5,9,30,14,3,15,0,28
NWMN_RS00345,47,31,35,22,57,97,33,90
NWMN_RS00350,119,113,127,89,181,202,76,166
NWMN_RS00355,131,102,130,38,72,112,28,76
NWMN_RS00360,253,194,261,146,108,184,70,108
NWMN_RS00365,383,253,293,161,148,225,53,145
NWMN_RS00370,209,130,208,120,54,121,32,50
NWMN_RS00375,354,206,288,158,113,127,27,92
NWMN_RS00380,232,191,255,174,77,96,27,42
NWMN_RS00390,344,267,502,490,84,119,58,84
NWMN_RS00395,267,231,415,410,76,85,12,122
NWMN_RS00400,63019,43229,86128,114668,77126,23527,20847,18644
NWMN_RS00405,4,5,10,7,16,5,0,5
NWMN_RS00410,43,55,90,128,53,23,9,30
NWMN_RS00415,20,10,45,49,13,20,2,21
NWMN_RS00420,38,36,59,64,41,21,11,23
NWMN_RS00425,79,81,80,110,30,26,13,40
NWMN_RS00430,477,650,713,407,367,654,162,508
NWMN_RS00435,773,490,478,271,61,76,23,87
NWMN_RS00440,7588,5226,9574,8675,835,1650,365,662
NWMN_RS15925,1448,953,1811,1662,157,341,66,166
NWMN_RS00445,1999,1644,2230,2478,711,733,175,582
NWMN_RS00455,611,290,471,323,73,91,52,84
NWMN_RS00460,1689,1061,1568,849,318,614,322,707
NWMN_RS00465,7622,5822,9099,7836,3317,2260,1407,1692
NWMN_RS00470,28874,21340,39246,34730,10958,6071,4588,5269
NWMN_RS00475,178,148,410,332,92,82,47,151
NWMN_RS00480,88,65,141,134,49,53,20,88
NWMN_RS00485,61,65,115,115,84,108,47,124
NWMN_RS00490,94,65,80,83,55,86,32,91
NWMN_RS00495,165,140,147,107,137,179,84,190
NWMN_RS00500,1425,1108,1558,1504,869,627,319,648
NWMN_RS00505,9,9,15,21,2,1,0,2
NWMN_RS15665,49,52,73,46,9,24,2,49
NWMN_RS00520,2,2,2,0,0,0,0,8
NWMN_RS15915,591,321,562,311,59,87,18,60
NWMN_RS00530,834,515,1094,1024,511,616,233,461
NWMN_RS00535,2744,2191,4889,2812,70075,25695,20526,24215
NWMN_RS00540,4705,3200,7999,4528,103156,36082,26651,30787
NWMN_RS00545,4484,3276,8444,4700,98562,33270,24668,28571
NWMN_RS00550,6933,4386,11621,5853,100689,36811,21329,27031
NWMN_RS00555,3470,1937,5042,2285,33660,12942,6049,8135
NWMN_RS00560,3802,1903,4392,2074,23922,10758,3957,5315
NWMN_RS00565,5045,2413,4733,2076,21592,10462,3088,4220
NWMN_RS00570,2775,1438,2661,882,10125,5056,1167,1890
NWMN_RS00575,4462,2118,3770,1363,12180,7050,1591,2328
NWMN_RS00580,3158,1628,2827,958,6681,4405,901,1409
NWMN_RS00585,2584,1352,1964,603,3732,3029,553,784
NWMN_RS00590,3520,1798,2434,764,5084,3790,700,951
NWMN_RS00595,1867,933,1079,417,2439,1770,399,494
NWMN_RS00600,3496,1827,2189,755,4233,3126,636,870
NWMN_RS00605,3960,2006,2537,960,4210,3136,680,1171
NWMN_RS00610,2655,1521,2071,1017,1971,1768,448,1114
NWMN_RS00615,291,295,303,280,133,146,37,106
NWMN_RS00620,207,222,260,270,81,118,22,72
NWMN_RS00625,177252,113203,77767,50429,88804,183508,35652,118336
NWMN_RS00630,1997,1410,2949,2519,7367,2690,4121,4496
NWMN_RS00635,363,206,460,304,699,418,444,1017
NWMN_RS00640,116,102,144,101,78,48,52,115
NWMN_RS00645,22,26,38,33,13,33,10,23
NWMN_RS00650,61,81,89,98,23,57,15,62
NWMN_RS00655,64,39,54,53,18,37,13,32
NWMN_RS00660,188,201,278,157,362,712,234,550
NWMN_RS00665,2705,2970,1463,1875,7639,6689,2926,9416
NWMN_RS00670,323,191,187,209,820,359,129,262
NWMN_RS00675,2393,2295,2005,1973,1553,1778,925,1615
NWMN_RS00680,32359,29500,46590,48540,14925,22710,5562,13099
NWMN_RS00685,3000,2647,4350,5185,1537,2300,587,1344
NWMN_RS00690,992,873,1140,1011,653,638,374,601
NWMN_RS00695,333,182,320,192,46,127,26,120
NWMN_RS00700,407,296,395,251,75,155,43,129
NWMN_RS00705,133,170,183,123,27,63,5,56
NWMN_RS00710,186,157,201,136,99,168,77,168
NWMN_RS00715,4253,3067,4456,2880,493,740,132,525
NWMN_RS00720,3889,2018,1060,484,1522,2490,841,2126
NWMN_RS00725,20663,10938,6007,3332,6974,12137,3268,9610
NWMN_RS00730,1,5,4,4,1,4,0,2
NWMN_RS00735,11066,8145,10376,6105,453,600,251,459
NWMN_RS00740,8788,6384,12394,10328,4000,4595,2572,5830
NWMN_RS00745,4056,2998,6462,4433,1554,2033,1171,2810
NWMN_RS00750,6691,4968,11234,6351,2374,3038,1842,4429
NWMN_RS00755,4480,2915,6801,3278,1357,2014,1068,2357
NWMN_RS00760,120,110,196,138,33,62,8,77
NWMN_RS00765,5758,5870,7325,6513,819,885,318,825
NWMN_RS00770,3773,3888,4359,4778,1286,1372,440,816
NWMN_RS00775,4339,4167,5460,5513,1046,1123,503,671
NWMN_RS00780,3765,3136,4448,4639,681,733,334,549
NWMN_RS00785,541,408,424,318,168,286,90,165
NWMN_RS00790,244,220,291,237,148,165,52,124
NWMN_RS00795,87,82,67,99,31,65,6,58
NWMN_RS00800,173,154,180,174,33,76,15,67
NWMN_RS00805,583,527,708,556,210,321,82,431
NWMN_RS00810,598,426,696,681,203,251,84,591
NWMN_RS00815,914,544,893,619,2337,1253,956,2823
NWMN_RS00820,2998,2048,1055,1464,10235,7403,2991,7722
NWMN_RS00825,166,156,206,293,16,119,31,187
NWMN_RS00830,581,592,574,638,122,524,78,391
NWMN_RS00835,1374,1107,1111,1043,149,927,142,624
NWMN_RS00840,892,742,670,563,116,554,102,363
NWMN_RS00845,1862,1419,1686,1385,217,916,142,532
NWMN_RS00850,1766,1303,1522,1336,176,683,125,482
NWMN_RS00855,2870,2184,2705,2471,277,994,262,601
NWMN_RS00860,117,185,295,221,0,2,9,18
NWMN_RS00865,543,531,816,802,438,411,304,676
NWMN_RS00870,1237,834,1771,1374,157,176,55,208
NWMN_RS00875,1765,1593,2836,2189,175,255,88,222
NWMN_RS00880,896,696,1337,1288,137,141,69,129
NWMN_RS00885,395042,229608,862079,451593,9758,3480,18035,15152
NWMN_RS00890,116333,70540,286090,152111,609,841,6691,5946
NWMN_RS00900,834,754,2326,1514,107,188,41,294
NWMN_RS00905,464,546,544,640,29,79,15,78
NWMN_RS00910,4731,5575,5018,3203,996,1418,163,666
NWMN_RS00915,264,327,179,131,133,114,11,23
NWMN_RS00925,13555,17913,6216,5857,17404,8395,358,1032
NWMN_RS00930,22780,27726,9364,7812,25051,13889,921,1850
NWMN_RS00935,17352,18471,5678,5148,21887,12321,1289,1934
NWMN_RS00940,22675,22985,7115,6276,33851,18947,2745,3866
NWMN_RS00945,24965,25124,8419,8211,58136,33280,6225,10727
NWMN_RS00950,498,562,485,417,65,108,20,113
NWMN_RS00955,5883,3542,10232,9161,349,551,281,1020
NWMN_RS00960,2005,1358,4234,3889,112,82,104,226
NWMN_RS00965,3637,2167,5128,4589,427,378,259,744
NWMN_RS00970,51013,31576,72271,68218,6362,4897,4199,9821
NWMN_RS00975,9,5,16,7,6,2,5,1
NWMN_RS00980,3012,3469,8744,4146,984,1069,533,531
NWMN_RS00990,16154,14436,28140,23116,753,1155,336,713
NWMN_RS00995,826,780,1068,930,271,146,137,324
NWMN_RS01000,0,2,2,2,2,0,0,1
NWMN_RS01005,212,191,294,238,113,147,32,100
NWMN_RS01010,32,37,31,29,12,12,8,12
NWMN_RS01015,70,31,68,38,19,16,5,14
NWMN_RS01020,285,186,227,191,129,144,51,85
NWMN_RS01025,268,182,289,157,104,105,20,75
NWMN_RS01030,12,7,10,7,6,7,0,3
NWMN_RS01035,697,459,588,429,180,327,89,179
NWMN_RS01040,3896,3209,3969,3814,1952,1220,632,1133
NWMN_RS01045,3077,2939,3957,3285,1224,769,345,614
NWMN_RS01050,7703,6176,7238,5801,965,1069,362,1093
NWMN_RS01055,2158,2620,3389,2894,389,802,194,1653
NWMN_RS01060,10574,8719,10241,8940,2916,3395,1320,3028
NWMN_RS01065,17746,14143,16303,12926,5475,5297,2057,3973
NWMN_RS01070,36868,30674,34722,26851,9686,10761,3326,7789
NWMN_RS01075,42057,34767,41770,32741,8935,9465,2942,8182
NWMN_RS01080,7428,5433,15968,16907,741,659,735,1451
NWMN_RS01085,5253,4678,7161,9768,1350,1718,583,962
NWMN_RS01090,460,549,943,1225,68,49,34,108
NWMN_RS01095,28728,39009,38178,14468,24941,14209,8188,4797
NWMN_RS01100,54336,69068,65461,27216,59954,23556,9573,8140
NWMN_RS01105,1216,1425,2234,3096,398,383,174,350
NWMN_RS01110,403,392,328,387,104,65,35,72
NWMN_RS01115,1174,1053,845,965,130,106,42,162
NWMN_RS01125,189,174,343,314,39,72,19,45
NWMN_RS01130,4,2,10,3,1,4,0,7
NWMN_RS01135,552,442,520,377,88,144,71,144
NWMN_RS01140,270,196,234,267,42,59,59,75
NWMN_RS01145,415,335,453,362,130,113,94,149
NWMN_RS01150,1225,1080,1931,1632,2402,1101,936,1606
NWMN_RS15065,5,2,2,4,3,3,1,5
NWMN_RS01160,394,322,395,203,97,191,11,74
NWMN_RS01165,70,66,60,49,22,42,6,55
NWMN_RS01170,255,190,323,216,119,172,56,188
NWMN_RS01175,863,604,521,399,398,356,110,260
NWMN_RS01180,1990,1295,1530,895,913,2263,743,5088
NWMN_RS01185,157,124,132,112,68,101,51,225
NWMN_RS01190,162,121,162,100,36,87,37,177
NWMN_RS01195,105,90,148,70,38,64,24,111
NWMN_RS01200,62,50,76,46,10,18,16,21
NWMN_RS01205,89,68,110,27,5,15,4,32
NWMN_RS01210,138,92,140,73,23,58,10,50
NWMN_RS01215,1004,558,906,678,110,27,79,54
NWMN_RS01220,7237,4808,7021,3447,341,211,113,136
NWMN_RS01225,2348,1864,3084,1457,175,125,91,164
NWMN_RS01230,154,127,127,72,24,14,8,15
NWMN_RS01235,39,41,39,30,9,11,2,4
NWMN_RS01240,433,327,367,180,18,14,9,49
NWMN_RS01245,2703,1776,2546,886,343,372,125,308
NWMN_RS01250,170,100,169,62,43,37,17,58
NWMN_RS01255,146,100,206,68,22,29,7,31
NWMN_RS01260,370,293,316,124,23,46,24,35
NWMN_RS01265,170,151,169,73,39,38,3,20
NWMN_RS01270,3226,3191,3478,2546,1413,1385,511,875
NWMN_RS01275,2863,3247,3033,2346,1268,1311,349,921
NWMN_RS01280,337,384,418,276,94,120,39,171
NWMN_RS01285,334,393,432,392,59,78,24,195
NWMN_RS01290,190,147,162,110,25,36,3,39
NWMN_RS01295,177,208,213,138,79,97,36,62
NWMN_RS01300,46,53,64,25,21,46,15,51
NWMN_RS01305,445,453,462,338,202,226,86,248
NWMN_RS01310,65,102,76,61,26,46,15,42
NWMN_RS01315,427,424,482,350,131,202,47,175
NWMN_RS15680,12,22,35,15,5,6,1,8
NWMN_RS01320,125,121,133,94,31,31,10,47
NWMN_RS01325,184,103,146,66,40,61,29,89
NWMN_RS01330,165,124,135,118,68,57,13,72
NWMN_RS01335,369,399,383,368,223,258,85,187
NWMN_RS01340,149,218,220,184,152,89,57,97
NWMN_RS01345,73,62,63,48,41,50,9,52
NWMN_RS01350,47,58,81,52,45,23,8,62
NWMN_RS01355,1545,1550,2085,1698,183,210,115,259
NWMN_RS01360,5070,3792,6520,4313,650,716,328,495
NWMN_RS01365,578,693,1002,452,204,82,44,159
NWMN_RS01370,8816,4482,11104,6606,811,2518,1151,4347
NWMN_RS01375,210,183,272,241,13,27,14,42
NWMN_RS01385,6258,5250,10174,6161,27303,17636,12128,17337
NWMN_RS01390,6002,4666,8859,5425,25315,15423,9583,12117
NWMN_RS15930,4,11,6,9,1,4,4,14
NWMN_RS01395,2322,1710,2228,1583,933,1105,482,925
NWMN_RS01400,916,724,2257,1319,244,150,87,140
NWMN_RS01405,870,668,1823,1052,148,101,45,102
NWMN_RS01410,1256,1147,3149,1951,278,327,106,204
NWMN_RS01415,11846,13842,17426,10829,230,811,109,700
NWMN_RS01420,5934,7639,10215,6819,119,480,52,495
NWMN_RS01425,3070,2874,2762,2323,389,927,124,558
NWMN_RS01430,5876,5678,7426,5700,1529,3760,723,4176
NWMN_RS01435,3661,3504,3617,2255,229,488,98,513
NWMN_RS01440,573,449,415,415,89,87,34,92
NWMN_RS01445,4750,3865,3887,3006,1064,865,422,754
NWMN_RS01450,864,730,1082,786,96,163,50,160
NWMN_RS01455,592,544,715,605,239,196,77,212
NWMN_RS01460,6499,5615,7688,7653,1147,1615,934,1767
NWMN_RS01465,230,300,405,619,28,70,12,65
NWMN_RS01470,572,530,1096,1221,165,199,59,161
NWMN_RS01475,16,22,69,76,50,58,25,73
NWMN_RS01480,72,51,73,83,20,49,24,45
NWMN_RS01485,2395,2588,2615,2350,1043,1221,269,725
NWMN_RS01490,350,341,460,652,797,1933,1062,1907
NWMN_RS15935,352,265,352,359,161,192,44,126
NWMN_RS01500,389,340,458,405,126,223,61,168
NWMN_RS01505,95,75,154,131,215,627,352,522
NWMN_RS01510,107,140,160,227,376,1049,675,979
NWMN_RS01515,97,86,112,113,254,555,411,672
NWMN_RS01520,280,396,494,494,899,2538,1775,2493
NWMN_RS01525,213,277,377,491,676,1991,1213,1720
NWMN_RS01530,199,222,364,378,566,1280,815,1251
NWMN_RS01535,18820,20067,21843,21202,4958,5542,1248,3245
NWMN_RS01540,150,208,241,252,270,652,487,757
NWMN_RS01545,174,123,190,218,203,638,491,673
NWMN_RS01550,20,13,17,17,16,70,56,68
NWMN_RS01555,35,34,44,38,50,178,126,191
NWMN_RS01560,68,66,118,115,95,274,190,322
NWMN_RS01565,30,20,48,29,30,111,76,140
NWMN_RS01570,36,38,35,48,48,121,90,131
NWMN_RS01575,35,29,33,42,24,116,81,145
NWMN_RS01580,27,29,36,32,28,87,74,101
NWMN_RS01585,60,58,80,70,70,237,165,261
NWMN_RS15940,9,2,6,13,9,23,22,35
NWMN_RS01595,33,43,57,53,40,227,142,167
NWMN_RS01600,12,11,25,19,25,56,60,88
NWMN_RS01605,16,8,7,6,9,55,22,36
NWMN_RS01610,82,61,87,85,68,336,180,302
NWMN_RS01615,7,11,7,1,4,9,9,4
NWMN_RS01620,10,12,23,18,3,9,0,9
NWMN_RS01625,27,23,24,25,17,13,8,27
NWMN_RS01630,49,59,79,67,25,53,13,45
NWMN_RS01635,133,107,174,118,87,63,42,90
NWMN_RS01640,52,74,91,63,44,78,38,69
NWMN_RS01645,262,214,209,226,191,203,90,124
NWMN_RS01650,15,13,47,34,17,37,5,45
NWMN_RS01655,123,116,182,231,164,145,87,122
NWMN_RS01660,414,361,491,563,375,416,177,305
NWMN_RS01665,127,105,187,234,156,140,57,116
NWMN_RS01670,16,16,29,37,24,20,14,17
NWMN_RS01675,28,26,41,75,40,65,33,41
NWMN_RS01680,106,99,136,253,148,232,81,93
NWMN_RS15835,11,18,32,36,19,29,9,12
NWMN_RS01685,39,47,88,104,75,150,44,56
NWMN_RS01690,51,23,61,93,40,89,28,50
NWMN_RS01695,63,31,130,100,76,122,52,66
NWMN_RS01700,8,10,22,39,38,73,36,22
NWMN_RS01705,4,6,13,36,26,44,9,24
NWMN_RS01710,3,11,40,10,0,27,5,5
NWMN_RS01715,11,7,13,8,3,8,0,5
NWMN_RS01720,939,896,898,809,783,808,244,426
NWMN_RS01725,101,74,99,89,58,106,28,82
NWMN_RS01730,279,180,333,251,140,255,127,186
NWMN_RS01735,156,106,286,239,170,236,150,343
NWMN_RS01740,101,67,272,234,110,297,155,303
NWMN_RS01745,35,13,62,69,17,60,46,90
NWMN_RS01750,3,0,6,17,2,22,5,40
NWMN_RS01755,6,5,31,29,13,26,28,54
NWMN_RS01760,135,113,257,198,314,245,263,383
NWMN_RS01765,146,87,165,127,347,264,218,276
NWMN_RS01770,39,36,54,57,69,42,55,64
NWMN_RS01775,19,16,29,20,52,38,27,41
NWMN_RS01780,103,107,195,199,118,123,71,219
NWMN_RS16020,64,61,84,97,50,55,16,79
NWMN_RS01790,2188,1744,2498,2250,997,922,396,1083
NWMN_RS01795,1067,780,1343,1088,490,630,217,671
NWMN_RS01800,8,0,3,0,0,0,0,1
NWMN_RS01805,1535,1103,1385,885,1007,908,680,1353
NWMN_RS01810,365,285,238,191,237,181,138,246
NWMN_RS01815,716,585,534,342,248,233,176,420
NWMN_RS01820,876,747,811,482,189,305,172,410
NWMN_RS01825,819,636,708,392,247,220,111,332
NWMN_RS01830,6374,4959,7551,4124,11156,10155,9654,17121
NWMN_RS01835,8864,12731,16695,11111,693,920,575,1494
NWMN_RS01840,2081,3451,4112,2770,77,91,78,100
NWMN_RS01845,3067,4709,5489,3913,76,110,36,82
NWMN_RS01850,13206,21356,23879,18373,351,485,181,407
NWMN_RS01855,448,419,692,573,82,210,19,250
NWMN_RS01860,347,251,404,321,81,167,25,131
NWMN_RS01865,119,123,136,107,42,41,33,40
NWMN_RS01870,5720,6178,4719,3144,480,1390,107,1001
NWMN_RS01875,2007,1228,1853,1024,12586,5480,2955,4207
NWMN_RS01880,4340,2825,3789,2064,26272,11499,5090,7024
NWMN_RS01885,1192,709,997,504,6170,2716,1024,1639
NWMN_RS01890,1035,953,1491,1448,318,400,126,495
NWMN_RS01895,68,41,73,65,44,50,23,59
NWMN_RS01900,1365,881,967,1152,739,910,213,458
NWMN_RS01905,191,164,119,85,102,83,63,49
NWMN_RS01910,338,228,269,203,190,150,88,106
NWMN_RS01915,626,485,456,431,209,263,103,145
NWMN_RS01920,1953,1491,3271,2037,543,2212,246,3215
NWMN_RS01925,1167,745,1820,1417,392,1622,170,2071
NWMN_RS01930,1876,1390,3298,3075,852,3057,350,4312
NWMN_RS01935,170,165,155,123,47,51,13,19
NWMN_RS01940,1074,862,1000,812,190,157,106,105
NWMN_RS01945,1951,1704,1951,1571,245,250,136,199
NWMN_RS01950,1848,1804,2164,1819,382,554,123,409
NWMN_RS01955,674,758,1387,1105,158,521,58,419
NWMN_RS01965,12097,11248,10626,7611,4593,6139,1737,4857
NWMN_RS01970,1690,1181,1716,1158,375,394,131,467
NWMN_RS01975,2529,1425,3621,1671,350,468,176,448
NWMN_RS01980,1379,685,2076,1083,140,238,56,193
NWMN_RS01985,655,292,1035,572,68,102,16,70
NWMN_RS01990,639,215,638,344,55,63,25,65
NWMN_RS01995,667,601,563,446,180,208,92,192
NWMN_RS02000,2123,2352,1336,1691,2845,3793,1996,3902
NWMN_RS02005,1194,1202,833,1166,1044,1367,857,1388
NWMN_RS02010,6857,6560,6277,6039,4833,6203,3437,6256
NWMN_RS02015,354,278,421,455,227,646,413,740
NWMN_RS02020,13376,7924,10790,6793,3223,7490,1247,5018
NWMN_RS02025,18899,12564,15320,9612,4354,10965,1712,6760
NWMN_RS02030,4085,2997,3010,1898,595,2372,359,1266
NWMN_RS02035,57,80,138,126,22,60,8,117
NWMN_RS15855,86,72,115,127,29,31,9,92
NWMN_RS02050,2361,4515,3410,5181,381,378,86,230
NWMN_RS02055,2,7,26,18,5,3,2,26
NWMN_RS02060,1609,1838,4509,2771,47026,33625,25690,54836
NWMN_RS02065,3409,4697,3563,4891,1490,2849,574,2708
NWMN_RS02070,16640,12643,26456,12400,112875,72821,43749,77691
NWMN_RS02075,7,7,19,18,5,2,5,18
NWMN_RS02080,567,453,851,735,192,174,112,216
NWMN_RS02085,1812,1692,2290,2054,1225,936,347,931
NWMN_RS02090,6169,5091,7002,6578,3164,1912,1189,1583
NWMN_RS02095,333,453,659,638,284,195,52,202
NWMN_RS02100,61527,53649,50492,32751,14240,13968,8094,10351
NWMN_RS02105,28877,24448,23756,17528,6711,6700,3887,5797
NWMN_RS02110,14884,11685,9066,7564,18501,16870,4656,9862
NWMN_RS02115,2401,2156,2415,1772,1927,1889,790,2337
NWMN_RS02120,101,78,78,44,41,53,32,55
NWMN_RS02125,8738,7520,11615,10517,2699,2274,1065,2624
NWMN_RS02130,7779,5469,5427,4885,5012,4692,1539,4603
NWMN_RS02135,49091,35828,34074,26460,126567,67717,37072,48720
NWMN_RS02140,1229,1095,1438,1211,234,840,35,513
NWMN_RS02145,3816,3564,4148,2821,782,2851,180,1797
NWMN_RS02150,13223,9898,11421,8854,2826,6859,1135,5407
NWMN_RS02155,16531,12233,13737,9614,2989,7124,927,5130
NWMN_RS02160,246,225,336,299,173,213,81,257
NWMN_RS02165,70,69,192,105,14,31,22,108
NWMN_RS02170,29,35,95,57,26,7,7,27
NWMN_RS02175,77,80,147,155,50,39,36,144
NWMN_RS02180,2640,2020,2335,2026,6269,2832,1013,1795
NWMN_RS02185,5590,4185,5329,5090,16478,6617,3118,4784
NWMN_RS02190,285,150,205,197,288,395,246,1012
NWMN_RS02195,120,186,166,177,51,137,24,150
NWMN_RS02200,52,75,51,106,38,27,21,34
NWMN_RS02205,5,3,2,1,2,0,0,9
NWMN_RS02210,105,152,118,157,47,30,11,45
NWMN_RS02215,39,46,41,56,20,33,18,44
NWMN_RS02225,6,13,11,23,0,5,2,10
NWMN_RS02230,115,146,200,239,43,94,17,280
NWMN_RS02235,121,185,181,286,49,55,2,50
NWMN_RS02240,133,128,159,201,36,47,34,38
NWMN_RS02245,202,198,213,380,21,56,25,75
NWMN_RS02250,13,2,10,23,6,8,3,6
NWMN_RS02255,2093,1777,2735,2957,340,490,97,561
NWMN_RS02260,812,954,1229,1163,85,164,12,245
NWMN_RS02265,95,141,156,96,10,7,3,18
NWMN_RS02270,735,1050,1050,793,186,221,95,422
NWMN_RS02275,49728,53189,74143,109265,28366,11123,4102,9487
NWMN_RS02280,161,154,230,182,19,19,3,32
NWMN_RS02285,236,220,300,194,58,42,27,64
NWMN_RS02290,287,304,304,203,72,81,39,114
NWMN_RS02295,465,292,441,311,104,131,51,117
NWMN_RS02300,239,213,224,180,54,80,24,60
NWMN_RS02305,165,121,174,181,29,21,16,47
NWMN_RS02310,88,93,93,130,9,33,8,47
NWMN_RS02315,317,326,388,263,99,192,61,309
NWMN_RS02320,522,531,676,464,187,240,108,424
NWMN_RS02325,3069,2816,3142,2474,994,685,424,764
NWMN_RS02330,8695,6730,8770,8018,1949,1459,793,1501
NWMN_RS02335,1430,1193,1676,1707,233,165,86,214
NWMN_RS02340,850,627,883,846,47,76,28,93
NWMN_RS02345,738,664,881,819,334,222,123,174
NWMN_RS02350,219,105,283,154,56,106,50,152
NWMN_RS15685,1,2,9,14,68,144,107,518
NWMN_RS15125,6,0,10,11,98,237,130,540
NWMN_RS15690,1,5,10,8,426,893,521,1609
NWMN_RS15695,2,2,18,18,947,2014,1454,3747
NWMN_RS02360,357,292,481,432,3779,7801,1784,6966
NWMN_RS02365,1864,1517,1974,1346,10775,19671,4033,10090
NWMN_RS02370,1631,1534,2112,2070,2024,2565,595,1315
NWMN_RS15130,580,491,894,925,394,343,81,353
NWMN_RS02380,2351,1665,2391,2155,759,869,341,752
NWMN_RS02385,2897,2513,2894,2100,861,991,379,920
NWMN_RS02390,9,4,14,4,1,4,1,8
NWMN_RS02395,251,230,215,143,829,3001,542,2893
NWMN_RS02400,87,144,334,72,51,113,47,121
NWMN_RS02405,263,272,457,132,112,166,86,217
NWMN_RS02410,124,105,209,182,75,128,31,81
NWMN_RS02415,94,77,139,106,54,104,21,68
NWMN_RS02420,309,194,373,357,173,207,45,188
NWMN_RS02425,18040,17945,31789,22056,17915,21445,4073,20640
NWMN_RS02430,1062,893,770,648,344,484,194,720
NWMN_RS02435,894,627,852,764,344,362,120,241
NWMN_RS02440,1246,862,1325,1090,443,564,170,536
NWMN_RS02445,2237,1845,2234,1647,361,455,146,429
NWMN_RS02450,1526,1130,1683,1659,224,321,109,298
